title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Ze Newie Between Love and Hate demo,rock,The Strokes,2014,291,{},"[Verse 1]
P.S if I may ask why
When we will they be tired
We stayed up all night
Tryin', tryin'

I see them and they see me
Why weren't they inspired?
Yes, I know, that maybe we don't
Listen, listen

[Chorus]
Oh, I never needed anybody
I never needed anybody
I never needed anybody
I never needed anybody
Oh, don't worry 'bout it honey
I never needed anybody
I never needed anybody

He's lying, I say dreams gets hard
And God sent them tossed
Cause when the wrong girl gets lost
Give them their thoughts
(Guitar Solo)

[Verse 2]
Thinking 'bout their high school dance
Worrying about the finals
Yes, I know
That, baby, we won't
Give up, give up
Stop
Talking in their trends of old
Yes, I start the fire
Whoa, oh, oh
Oh, baby, we won't
Listen, listen

[Chorus]
I never needed anybody
I never needed anybody
I never needed anybody
I never needed anybody
I don't worry bout it honey
I never needed anybody
I never needed anybody

He's lying, I say dreams decide
And give them a chance
Cause when the old man gets gone
Girls try too hard
This is the night",578630,en,en,en
Someday Demo,rock,The Strokes,2014,4010,{},"Well I was sane, standing in the rain
Someday, I said someday
Well I got passed, I’ll be sitting last
Somehow, it’s now my fault

Oh it rains sometimes, but I stuck in the shops
Someday, oh yeah someday
Oh you will be mine, just not all the time
Someday, oh see someday

Living all the time I’ve been lost
Yeah that’s a little thing
Some of those things get all in my way
I wanna be alright
My only thought, you can pretend
I will not be alright
Try to go a little hard tonight
I’m gonna be alright

Is something wrong? I can’t tell at all
Someday, I said someday
Well as I know, darling you will go
Someday, oh I see someday, alright
Making up for time that was lost
I’m gonna be alright
Checked you out in the middle of the night
Yeah, I’m gonna be alright
I’m gonna try, this fire’s hard to relight
I’m gonna be alright
If it’s mixed, then it’s him, then you know

I say you’re crazy
I say you’re crazy
I say you’re crazy
I say- oh shit
I am wasting no more time",581309,en,en,en
Hard to Explain Demo,rock,The Strokes,2014,818,{},"Says he can't decide
I take the kids inside
What does he desire?

Oh, I don't see it that way
I don't see it that way

Oh, we shared some ideas
All obsessed with fame
I like it when it rains

Oh, I just can't remember
I just can't remember

Raised in Carolina
I'm not like that
Put the past behind us
I don’t miss them

I missed the last bus, I'll take the next train
I try but you see, it's hard to explain
I say the right things, but act the wrong way
I like it out here, but I cannot stay
I watch the TV; forget what I'm told
Well, I am too young, and they are too old
The joke is on you, this place is a zoo
You're right it's true
Says “Are you alright?”
I shake my head to say
Everything’s just great

Oh, I just can't remember
I just can't remember

Was an honest man
Asked me for the phone
Tried to take control

Oh, I just can't remember
I just can't remember

Raised in Carolina, she says
I'm not like that
Put the past behind us
Can we go back

I missed the last bus, I'll take the next train
I try but you see, it's hard to explain
I say the right things but act the wrong way
I like it in here but I cannot stay
(I watch the TV; forget what I'm told)
Well, I am too young, and they are too old
This place is a zoo, the joke is on you
You're right it's true",637816,en,en,en
Barely Legal The Modern Age EP,rock,The Strokes,2001,1044,{},"I didn't take no shortcuts
I spent the money that I saved up
Oh, mama running out of luck
Like my sister, don't give a fuck
Oh these strange manners, I love 'em so
I wish you'd wear your new trench coat
I don't show up on weekdays
That's something that you learned yesterday

I just want to misbehave
I just want to be your slave
You ain't got nothing I want, but
I want it all, I just can't figure out
Nothing

I wanna steal your innocence
To me my life, it don't make sense
I took five dollars, won't get me far
My last resort is to steal your car
Drive you to work; you'll be on time
These little problems they're not yours and mine
Come on and listen to what I say
I've got some secrets that'll make you stay
I just want to turn you down
I just want to turn you around
Oh, you ain't got nothing I want, but
I want it all, I just can't figure out
Nothing

And all he said is, ""I'm a freak""
He ordered them to make mistakes
And all together it went well
We made pretend we were best friends
Today, the day that I was born
He won't leave me alone, he keeps asking for more
Together again, like the beginning
But for the record it's between you and me

I wanna steal your innocence
To me my life, it don't make sense
Oh, these strange manners, I love 'em so
Why won't he wear his new trenchcoat?

I didn't take no shortcuts
I spent the money that I saved up
Oh, mama running out of luck
Like my sister don't give a fuck

I just want to turn you down
And maybe later I'll turn you around
You ain't never had nothing I want, but
I want it all, I just can't figure out
Nothing
And all he said is, ""I'm a freak""
He ordered them to make mistakes
And all together it went well
We made pretend we were best friends
Today the day that I was born
He won't leave me alone he just asks for more
Together again, like the beginning
I said it's between you and I",668936,en,en,en
Lifes a Gas,rock,The Strokes,2006,1623,{},"Life's a gas, Life's a gas, Life's a gas, a gas, oh yeah
Life's a gas, Life's a gas, Life's a gas, a gas, oh yeah

So don't be sad cause I'll be there
Don't be sad at all

Life's a gas, Life's a gas, Life's a gas, a gas, a gas, oh yeah
Life's a gas, Life's a gas, Life's a gas, a gas, a gas, oh yeah

So don't be sad cause I'll be there
Don't be sad at all

Life's a gas, Life's a gas, Life's a gas, a gas, oh yeah
Life's a gas, Life's a gas, Life's a gas, a gas, oh yeah

So don't be sad cause I'll be there
Don't be sad at all",971461,en,en,en
In Her Prime,pop,The Strokes,2000,5537,{},"[Verse 1]
Well I lived this life, I was just seventeen
And this house was built on mama's broken dreams
I put it all aside
When she looked me in the eye
Oh...

[Verse 2]
And arrest these teachers for what they have read
And give all your money to the living dead
Like a call girl in her prime
Arriving just in time
Oh....

[Chorus]
I am a sentimental man
I try to reach to God with just one hand
Rejecting offers to be with you
Oh, he does it too
Get you by your side
A new way to wave goodbye
And I'm waiting...
My lady!
[Verse 3]
And I'm redefining what they could not percieve
Upon their big arrival and they cheat on three
And he took them to his side
And no they could not wait to hide

[Chorus]
I am a sentimental man
I try to reach to God with just one hand
Rejecting offers to be with you
Oh, he does it too
Keep you by your side
A new way to say goodbye
And I'm waiting...
My lady!

[Verse 4]
And I lived this life, I was just seventeen
And this house was built on mama's broken dreams
I put it all aside
And she looked me in the eye
Was I gone for too long?
Did I say something wrong, girl?
Will I?",1081652,en,en,en
The Other Side,pop,The Strokes,2015,444,{},"I'm tired
Of everyone
I know
Of everyone
I see
On the street
And on TV
On the other side
On the other side
Nobody's waiting for me
On the other side
I hate them all
I hate them all
I hate myself
For hating them
So drink some more
I love them all
I'll drink even more
I'll hate them even more
Than I did before
On the other side
On the other side
Nobody's waiting for me on the other side
I remember when you came
You told me all the same
Now it seems so far away
You told me all the same
I'm tired
Of being
So judgemental
Of everyone
And when I go to sleep
I will train my head to see
In my mind is there
On the other side
On the other side
I know what's waiting for me
On the other side
On the other side
I know what's waiting for me
On the other side",1133793,en,en,en
Elephant Song,rock,The Strokes,2004,2675,{},"[Verse]
I was just sitting there
Time in hand, I will be the one
And it's so easy, darling
Please stay close and I'll be safe
He's all alone outside
And if you try too hard
Then you've gotta let go
I've got it all worked out
And in the end, I'll still be alone

[Bridge]
In your eyes
And it is no big surprise
Sitting here by your side
Opening me

[Verse]
I wanted all of this
And in the end, I'll still be alone
Atop your hills, your face
Cast me down the look in your eyes
And in this big game
You'll be changing just for me
Your screaming says that I'm the one
[Outro]
And looking out, oh",1162402,en,en,en
Clampdown,pop,The Strokes,2004,649,{},"What are we gonna do now?
Taking off his turban, they said, ""Is this man a Jew?""
'Cause they're working for the clampdown
They put up a poster saying, ""We earn more than you""

When we're working for the clampdown
We will teach our twisted speech
To the young believers
We will train our blue eyed man
To be you believers

The judge said five to ten but I say double that again
I'm not working for the clampdown
No man born with a living soul
Can be working for the clampdown

Kick over the wall, cause governments to fall
How can you refuse it?
Let fury have the hour, anger can be power
Do you know that you can use it?
The voices in your head are calling
Stop wasting your time, there's nothing coming
Only a fool would think someone could save you
The men at the factory are old and cunning
You don't owe nothing, so boy get runnin'
It's the best years of your life they want to steal

You grow up and you calm down
You're working for the clampdown
You start wearing blue and brown
And working for the clampdown

So you got someone to boss around
It makes you feel big now
You drift until you brutalize
Make your first kill now

In these days of evil presidentes
Working for the clampdown
But lately, one or two has fully paid their due
For working for the clampdown
Working for the clampdown",1167733,en,en,en
Ill Try Anything Once You Only Live Once demo,pop,The Strokes,2015,2628,{},"When I say ""I can see me in your eyes""
You say ""I can see you in my bed""
That's not just friendship, that's romance too
You like music we can dance to
Sit me down
Shut me up
I'll calm down
And I'll get along with you
There is a time when we all failed
SOme people take it pretty well
Some take it all out on themselves
Some, they just take it out on friends
Oh, everybody plays the game
And if you don't, you're called insane
Don't, don't, don't, don't it's not safe no more
I got to see you one more time
Soon you were born
Your 1984
Sit me down
Shut me up
I'll calm down
And I'll get along with you
Everybody was well dressed
And everybody was a mess
Six things without fail you must do
So that your woman loves just you
Oh all the girls played mental games
And all the guys were dressed the same
Why not try at all if you only remember it once?
Oooh
Sit me down
Shut me up
I'll calm down
And I'll get along with you",1191484,en,en,en
Sagganuts,pop,The Strokes,2015,1163,{},"[Verse 1]
In at the top of the tower
Was the bottom of the hour
I want it back and I'm just over here
Knowing someone else
I reacted to the owner
The only thing to see with my eyes
She said

[Chorus]
Run, run, run
As fast as you can run or you can walk
They give you all so much because you're out of luck (Run, run, run)
Well, don't you even know I am yours?

[Bridge 1]
I'm going on my way
Yeah
I'm tired of all the ends
All the ends
And she protects us all in the end
And I said
And after when I go off to work
Oh, yeah!
[Verse 2]
I'm bringing down on Tuesday
Wednesday, I pay for it
I gave it up
""To what?"" I said
Leave me in peace
He said

[Chorus]
Run, run run
As fast as you can run or you can walk
She give you oh so much because you're out of luck
(Run, run, run)
But I said that I was yours

[Bridge 2]
I'm tired of all the ends
All the ends
And bringing back to my thumb
When I said I was right
But she protects her son standing right there
On the edge
And after, but I go out to work

[Guitar Solo]",1288215,en,en,en
Taken For A Fool Single,pop,The Strokes,2015,257,{},"Sister, visit us while you still can
Sister, don't you forget my number, on the door
You've got something and it's so good to see
Something wonderful that I could not be
Everybody hanging on for their lives
But you can't help them 'cos you don't have the time
I know, everyone goes any damn place they like
I hope this goes over well, on the toxic radio. Yeah
You get taken all the time for a fool
I don't know why
You're so gullible but I don't mind
That's not the problem
And I don't need anyone with me right now
Monday, Tuesday is my weekend
You get taken for a fool all the time
I don't know why
Line 1
I can't let you do those things when it means
It's so early I don't want to wake up
I wish I left you 'cos we never grew up
Mama, it feels like just yesterday
Mama, don't you forget my number
I don't want to be the one at the door
I know, everyone goes any damn place they choose
And I hope everyone well on the toxic radio
Jewish, in the ghetto, not afraid of anything
Except that, on anything else, that could maybe hurt the most. Yeah
You get taken all the time for a fool
I don't know why
You're so gullible but I don't mind
That's not the problem
And I don't need anyone with me right now
Monday, Tuesday is my weekend
You get taken all the time for a fool
I don't know why
You get taken all the time for a fool
I don't know why
I don't know why",1298749,en,en,en
Is This It Home Recording,pop,The Strokes,2002,1756,{},"Can't you see I'm trying, I don't even like it
I just lied to get to your apartment
Now I'm staying here just for a while
I can't think 'cause I'm just way too tired

He gets to me
In the wrong way to see
I want it, and it wants me
So I just crawl, but on my knees

Can't you see I'm trying, I don't even like it
I just lied to stay here for a while
Now I'm trying too hard and I'm falling
So I'll go",1383289,en,en,en
The Way It Is Home Demo,pop,The Strokes,2003,151,{},"She was still sleeping, the problem will stay
[?]
Say I'm not sorry, the wind blows my way
They are something too smart and too [?]
You see

I wish it was not true but that's the way it is
It's not your fault, that's the way it is
I'm sick of you, that's the way it is

And will always be",1522761,en,en,en
Mercy Mercy Me The Ecology,pop,The Strokes,2006,5862,"{""Eddie Vedder"",""Josh Homme""}","[Verse 1: Eddie Vedder]
Oh, oh, mercy, mercy me
Oh, things ain't what they used to be, oh, no
Where did all the blue skies go?
Poison is the wind that blows
From the north and south and east

[Verse 2: Julian Casablancas]
Well, mercy, mercy me
Oh, things ain't what they used to be, oh, no
Oil wasted on the ocean and upon our seas
Fish full of mercury, oh

[Verse 3: Eddie Vedder]
Oh, mercy, mercy me
Oh, things ain't what they used to be, no, no, no
Radiation underground and in the sky
Animals and birds who live nearby are dying

[Verse 4: all]
Oh, mercy, mercy me
Oh, things ain't what they used to be
What about this overcrowded land?
How much more abuse from man can you stand?",1574185,en,en,en
This Life,rock,The Strokes,2000,3141,{},"They've stolen all the words
All I have to give
(Was this it?)

Believed in all my lies
Under my good cane
(It's my skin)

Your shepherd there I was
Decided just to give it all
(Instead of)

Days where you don't end
At night we become friends, again

And I lost my way again
(This is, this is a chance)
And I hope you'll never change
This life is on my side
And I am your one
Believe me this is your chance, oh
Surrounded there I was
Decided just to give it all
(For you, girl)

And days like you don't end
At night we become friends, again

And I lost my way again
(This is, this is the chance)
And I hope you'll never change
This life is on my side

'Cause I am your one
(This is, this is for you)
And I lost my way again",1589180,en,en,en
Rhythm Song,pop,The Strokes,2000,1567,{},"[Instrumental Intro]

[First Verse]
I'm tired, so lost, so left alone, yeah
Surrounded by the stones I've thrown
Arriving just in time to see the earth destroyed, yeah
I said drag me there, or just take me home

[Chorus]
Oh, reunited, everybody was just here
Oh, I just did this for you, oh

[Second Verse]
Protected by the saints in all 50 states
American minds destined to be great
I'm from around here so I should know, yeah
Blame it on the eskimos

[Chorus]
Yeah, do I look ready?
Forget it, I'm ready
Oh, I'm on my way out of here
[Instrumental Break]

[Bridge]
Oh, I'm here, yes
Yeah, come on, you stood on us
Oh, oh, oh

[Third Verse]
I'm tired, I'm lost, so left alone, yeah
Surrounded by the stones I've thrown
Arriving just in time to see the earth destroyed, yeah
Drag me there, or just take me home

[Chorus]
Oh, forget it
I'm ready, I'm ready
Oh baby, oh, meet me on the way

[Instrumental Outro]",1590076,en,en,en
Ze Newie,rock,The Strokes,2015,633,{},"P.S if I may ask why
When we will they be tired
We stayed up all night
Tryin' tryin'

I see them and they see me
Why weren't they inspired
Yes I know that maybe we don't
Listen listen

Chorus
Oh, I never needed anybody
I never needed anybody
I never needed anybody
I never needed anybody
Oh, don't worry bout it honey
I never needed anybody
I never needed anybody

He's lyin' I say dreams gets hard
And god sent them tossed
Cuz when the wrong girl gets lost
Give them their thoughts
(delicous little guitar solo, By Al)

Thinkin' bout their high school dance
Worried bout the final
Yes I know
That maybe we won't
Give up give up

Stop

Talkin' in their trends of old
Yes I start the fire
Whoa oh oh
Oh baby we won't listen listen

I never needed anybody
I never needed anybody
I never needed anybody
I never needed anybody
I don't worry bout it honey
I never needed anybody
I never needed anybody

He's lyin' I say dreams decide
And give them a chance
Cuz when the old men gets gone
Girls try too hard
This is the night",1624778,en,en,en
One Way Trigger Single,pop,The Strokes,2015,283,{},"One two, three
Get dressed in your bed
While she's asleep
It isn’t right
But it isn’t hard
Tell me tell me won’t you understand
Show me show me show me a better plan
It’s summer lies
It's someone else's nothing
Here it comes now
You asked me to stay
You asked me to stay
You asked me to stay
But there’s a million reasons to leave
Find a job
Find a friend
Find a home
Find a dog
Settle down
Out of town
Find a dream
Shut it down
Please please don’t point it that way
It’s just a trigger that goes once
And you’ll be unafraid
I wish that I'd been noticed but it never goes that way
The silence that you brought has
Gone, gone, gone
Tell me, tell me, won’t you understand?
Show me, show me, show me
You asked me to stay
You asked me to stay
You asked me to stay
But there’s a million reasons to leave
Show me what to say
Show me what to be
Show me what to see
Show me what to be
Find a job
Find a friend
Find a home
Find a dog
Settle down
Out of town
Find a dream
Shut it down
I don’t wanna be in there with you
I don’t wanna be in there without your love baby
I waited for your thoughts
Can't wait no longer",1655129,en,en,en
A Minor 4-4,pop,The Strokes,2015,1057,{},"Well on top of me you'd look this way
Saying to me that I would say
Every little creature that lives alone
Time gets enough to get him sit right down

And now time's a reaching and I'm not there
Yes and I and I have said
All the little people, they're in your way
A little treasure, someone, too far away, oh

And I'm tired
But I'm older
And I said that I was wrong
And I'm not going that way
See I ain't going that way
And I'm not going that way
Yeah, and I'm not going that way
Alright!

And I touch it all, it's in your face
Bring it down and it's past his visit
All the little poeple that run around
And I touch them someone that's underground
And he outsprung the corpse to life
And all the town that was outdoors
Finally a part of something new
I'll show them all back home

As a child I overheard
And I'm not going that way
I'm not going that way
(Take it away motherfucker)
I'm not going that way
Cause I'm always on your side , oh",1834797,en,en,en
Alone Together Home Recording,pop,The Strokes,2002,941,{},"No choice now, it's too late
Let him go, he gave up
Oh, gave up
Lisa says ""Take time for me"", dropping him down to his knees
Oh, chest down

Take me away, see I've got to explain
Things, they have changed in such a permanent way
Life seems unreal, can we go back to your place?
Oh ""You drink too much"" makes me drink just the same

People tried, felt so right
Giving themselves good advice. Looking down sometimes felt nice

He knows it's justified to kill to survive. He then in dollars makes more dead than alive
Let's suck more blood, let's run three hours a day. The world is over but I don't care 'cause

I am with you, now I've got to explain
Things, they have changed in such a permanent way
Life seems unreal, can we go back to your place?
""You drink too much"" makes me drink just the same, oh
Oh, the first time, it happened too fast. The second time, I thought it would last
We all like it a little different",1984907,en,en,en
OBLIVIUS,rock,The Strokes,2016,78944,{},"[Verse 1]
Unchain me
It's not my midnight yet
Act like a fox but think like a sheep (Wall Street)
Unchain me
'Cause this is my bank’s advice
We’re gonna give it back to you
Some other day

[Pre-Chorus]
Take off from the runway
Thinking of a sad day
Racing down the highway
Looking at me sideways

[Chorus]
What side are you standing on?
What side you standing on?
What side are you standing on?
What side you standing on?
[Verse 2]
Unchain me
It’s time
I know the way uptown
Unchain me
I've waited for the time
Get you with your pajamas on

[Pre-Chorus]
Take off from the runway
Thinking of a sad day
Playing with his new toys
Looking at the sad boys

[Chorus]
What side are you standing on?
What side you standing on?
What side are you standing on?
What side you standing on?

[Post-Chorus]
And we take
What we hide from them
And then say
“What do you want from me?”
[Guitar Solo]

[Bridge]
Don’t wait so long
Way too long
They wait too long
I can’t stay awake too long
You never wait for some
Other generation
I’ll wait somewhere
Alone, get it in your head, get out of (my way)

[Chorus]
What side are you standing on?
What side you standing on?
What side are you standing on?
What side you standing on?

[Outro]
What side you standing on?
What side you standing on?
Ohhhh",2480316,en,en,en
Drag Queen,rock,The Strokes,2016,55739,{},"[Verse 1]
80s people dancing, oooh
Always get it right
I'd listen but I can't tonight
I can't tonight, I can't tonight
Well, it's something that you do to get it right
End up reviled for it
Yeah, that's the thanks I get

[Chorus]
I don't understand
Your fucked-up system
This sinister city
Try to sell the water
Try to sell the air
Try to sell your daughter
Try to sell her hair
Verse:

[Bridge 1]
'We all want to watch the fight'
'Is it on Sunday?'
Hide in a hole with a gun in your hand in front of
Someone you want dead, I guess?
Hiding in your suit...
[Guitar Solo]

[Verse 2]
I did not know that
They're bringing me back to my past
I got my head in my hands
I got my head in my—
I got my head in my hands
I got my head in my—
I got my head—
It's just something that you do to get it right
End up reviled for it
Yeah, that's the thanks I get

[Chorus]
Jail, that's what you get
Stepping to the system
Profiting from war
Fighting as the victim
Always wanting more
Trying to trick your brothers
Get them to fight it for you

[Bridge 2]
I cannot believe my eyes
Darling I can tell you lies
""Coast to coast, L.A. to Chicago""
I don't know geography all that well
Yeahhh
[Outro]
Defying Western logic
Even if it shows you're wrong
I guess that's a classic
Been with us all along",2480460,en,en,en
Threat of Joy,rock,The Strokes,2016,141265,{},"[Intro]
Okay, I see how it is now
You don't have time to play with me anymore
That’s how it goes, I guess
Fuck the rest
Be right there, honey!

[Verse 1]
I’m gonna take my time to say
Take my time today
I’m gonna take what comes my way
Take what they give me
Yeah, I want my money now
But he is not around
You better hold my money safe
What's your emergency?

[Chorus]
And for the first time in my life
I’m gonna get myself right
Just get into trouble
Be there on the double
[Verse 2]
Place your bets this time
Just has to let it ride
I tr- I tried to take a roll
But the dice are on parole
I won't look down your dress
I bet you bend down as a test
I cannot wait to chase it all
Yeah, I saw it in my crystal ball

[Bridge]
Friday night is shining like
A secret for a spy
I got a better idea
I'll bet you on the side
When I get up in your face
You know it’s no surprise
Ah baby, why's it so hard to read the sentence in my eyes?

[Chorus 2]
And for the first time
Chains on your legs
I spent a while
Then decided on you
My baby doll
You ignored your life
We’ll do it together
I’ll be there whenever
[Verse 3]
Oh, you took a minute break
And said, ""thumbs up, they’re okay.""
I’m going to watch the tidal wave
It’s hard to chase away

[Outro]
Oh-ohh
Oh-ohh
Oh-ohh
Oh-ohh

(Got to chase away)
(Hard to chase away)
(It’s hard to chase away)",2480554,en,en,en
OBLIVIUS Moretti Remix,rock,The Strokes,2016,3041,{},"[Verse 1]
Unchain me
It's not my midnight yet
Act like a fox, but think like sheep (Wall Street)
Unchain me
Cause this is my bank's advice
We're gonna give it back to you, some other day

[Verse 2]
Unchain me, it's time
I know the way uptown
Unchain me
I'm waiting for the time
Get you with your pajamas on

[Pre-Chorus]
Take off from the runway
Thinking of a sad day
Racing down the highway
Looking at me sideways
[Chorus]
What side you standing on?
What side you standing on?
What side you standing on?
What side you standing on?

[Verse 3]
Unchain me
It's not my midnight yet
Act like a fox but think like a sheep (Wall Street)
Unchain me
Cause this is my best advice
We're gonna give it back to you, some other day

[Pre-Chorus]
Take off of the runway
Thinking of a sad day
Playing with his new toys
Looking at the sad boys

[Chorus]
What side you standing on?
What side you standing on?
What side you standing on?
What side you standing on?
[Bridge]
And we take, what we like from them
And then say, ""What do you want from me?""

[Guitar Solo]

[Bridge 2]
Don't wait so long
Way too long
They wait too long
I can't stay awake too long
You never wait for some other generation!
I'll wait somewhere alone
Get it in your head
Get out of (my way)

[Chorus]
What side you standing on?
What side you standing on?
What side you standing on?
What side you standing on?

[Outro]
Ohhhh [6x]",2481001,en,en,en
The Adults Are Talking,rock,The Strokes,2020,546069,{},"[Verse 1]
They've been sayin' you're sophisticated
They're complainin', overeducated
You are saying all the words I'm dreaming
Say it after me
Say it after me
They will blame us, crucify and shame us
We can't help it if we are a problem
We are tryin' hard to get your attention
I'm climbin' up your wall
Climbin' up your wall

[Chorus]
Don't go there 'cause you'll never return
I know you think of me when you think of her
But then it don't make sense when you're trying hard
To do the right thing, but without recompense
And then you did something wrong and you said it was great
And now you don't know how you could ever complain
Because you're all confused 'cause you want me to
But then you want me to do it the same as you
[Instrumental Break]

[Verse 2]
You were waitin' for the elevator
You were sayin' all the words I'm dreaming
No more askin', questions, or excuses
The information's here
Here and everywhere

[Chorus]
Don't go there 'cause you'll never return
I know you think of me when you think of her
But then it don’t make sense when you're trying hard
To do the right thing but without recompense
And then you did something wrong and you said it was great
And now you don't know how you could ever complain
Because you're all confused 'cause you want me to
But then you want me to do it the same way as you, and but

[Bridge]
I don't, I don't want anything
I know it's not, it's not your fault
I don't want anyone
As I do it's not for you

[Break]
Ah, ah-ah-ah-ah
Ah-ah, ooh, ooh
[Outro]
Stockholders
Same shit, a different life
I'll get it right sometime
Oh, maybe not tonight
Oh, maybe not tonight
Oh, maybe not tonight
Oh, maybe not tonight
Oh, maybe not tonight

[Spoken]
Yeah boy, here we go
And a one, and a two, and a three
Here we go friends (Hold on, I can't)
Maybe that's a kooky situation
So let's go back to the old key, old tempo, everything",4552999,en,en,en
Ode to the Mets,rock,The Strokes,2020,322679,{},"[Verse 1]
Up on his horse, up on his horse
Not gonna wake up here anymore
Listen one time, it's not the truth
It's just a story I tell to you
Easy to say, easy to do
But it's not easy, well, maybe for you
Hope that you find it, hope that it's good
Hope that you read it, think that you should
Cuts you some slack as he sits back
Sizes you up, plans his attack

[Spoken]
Da-da-da
Drums please, Fab

[Pre-Chorus]
And I got it all, I got it all
Waitin' for me down on the street
But now you gotta do somethin' special for me
I'm gonna say what's on my mind
Then I'll walk out, then I'll feel fine
[Chorus]
Yeah, I'm under his thumb, I'm on his back
I will not show my teeth too quick
I needed you there, I needed you there
But I didn't know, I didn't know

[Break]
Go alone
I'll go alone
We'll go alone
I'll go alone

[Verse 2]
Back from his trip, he's at the door
When he gets back, he's on the phone
Innocent eye, innocent heart
No, it's not wrong, but it's not right
Innocent time, out on his own
Not gonna do that, fuck, I'm out of control
I was just bored, playin' the guitar
Learned all your tricks, wasn't too hard

[Chorus]
It's the last one now, I can promise you that
I'm gonna find out the truth when I get back
[Outro]
Gone now are the old times
Forgotten, time to hold on the railing
The Rubik's Cube isn't solving for us
Old friends, long forgotten
The old ways at the bottom of
The ocean now has swallowed
The only thing that's left is us
So pardon the silence that you're hearing
It's turnin' into a deafening, painful, shameful roar",5141308,en,en,en
Selfless,rock,The Strokes,2020,250505,{},"[Verse 1]
Can the dark side light my way out? Yeah, yeah
Lay your hand across my face, yeah, yeah
Time we lost, that's all my fault

[Chorus]
Please don’t be long, 'cause I want you now
I don't have love without you around
Life is too short, but I will live for you

[Verse 2]
How did this fit in your story? Yeah-eah
Why’d you let them judge your body? Yeah-eah
I'll be waitin' there outside, yeah

[Chorus]
Please don't be long, 'cause I want your all
I don't have fun without your love
Life is too short, but I will live for you
You're mucking off, but I will live for you, my selfless love
[Bridge]
Bite my tongue, I wait my turn
I waited for a century
Waste my breath, no lessons learned
I turn and face the enemy
I'm not scared, just don’t care
I’m not listening, you hear?
He's never there, but I don’t care
I can't tell you what and where

[Outro]
Yeah-eah
Yeah-eah",5244542,en,en,en
Brooklyn Bridge to Chorus,rock,The Strokes,2020,176091,{},"[Verse 1]
One shot is never enough
I just wait for us to go in circles
A lifetime of giving my all for you
(Hostile, give me a break
Don't say it's in the bottle of air)

[Pre-Chorus]
And first, he would tell me I'm his friend
Actually, no thanks, I'm okay
And then he would send weird looks my way

[Chorus]
I want new friends, but they don't want me
They're making plans while I watch TV
Thought it was you, but maybe it's me
I want new friends, but they don't want me

[Post-Chorus]
And the '80s song, yeah, how did it go?
When they said, ""This is the beginning of the best years""
Even though, false, break
[Verse 2]
One shot is never enough
I just wait for this to go into circles
And the distance from my room, is anything so necessary?
I was thinking about that thing that you said last night, so boring

[Pre-Chorus]
And the '80s bands? Oh, where did they go?
Can we switch into the chorus right now?

[Chorus]
I want new friends, but they don't want me
They have some fun, but then they just leave
Is it just them? Or maybe all me?
Why my new friends don't seem to want me

[Post-Chorus]
Hurts my case, but that's okay
It hurts my case, but that's okay
We're dancing on a moonbeam
On and on and on and on and on

[Bridge]
The deeper I get, the less that I know
That's the way that it go
The less that I know, the deeper I go
Juliet, I adore
The deeper I get, the less that I know
Diminishing returns, oh
[Outro]
Oh, that's how it goes
All I wanna say
On another song
On another day
On another song
On another day
On another song
On another break",5244551,en,en,en
Bad Decisions,rock,The Strokes,2020,164854,{},"[Verse 1]
Dropped down the lights, I’m sitting with you
Moscow, 1972
Always singin' in my sleep
I will leave it in my dreams

[Chorus]
Oh, makin' bad decisions
Oh, makin' bad decisions
Making bad decisions for you
Yeah, makin' bad decisions
Uh-oh, makin' bad decisions
Makin' bad decisions for you

[Post-Chorus]
Pick up your gun
Put up those gloves
Save us from harm
Safe or alone

[Verse 2]
Oh baby, I hang on everything you say
I wanna write down every word
But do me a favor when you come through
When I look around, don't wanna see you
I don't take advice from fools
Never listenin' to you
[Chorus]
Oh, makin' bad decisions
Oh, makin' bad decisions
Making bad decisions with you
Oh, makin' bad decisions
Uh-oh, makin' bad decisions
I'm makin' bad decisions with you

[Post-Chorus]
Pick up your gun
Put up those gloves
Save us from harm
Safe or alone

[Bridge]
You, you didn't listen to me
But I, I didn't listen to you
I waited so long listening for
Something to join

[Outro]
I'm makin' bad decisions
Really, really bad decisions
I'm makin' bad decisions
On you, on you
Yeah, yeah
Yeah, yeah
Ooh, ooh, ooh
Ooh, ooh, ooh, ooh
I'm not gonna give a lot of credit
I don't know how to use, how
'Cause I can't, I can't
I can't, can't make anymore",5244558,en,en,en
