title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Partners in Crime,rock,The Strokes,2013,48376,{},"[Verse 1]
I forgot your jacket outdoors
Day's been something
See if I care
One; it's not okayish day, just so
But yes, if you insist
Okay

[Pre-Chorus]
Oh, alright, I know where tonight

[Chorus]
Hey there, how goes it?
Any time they're closing?
Might need a lawyer
Let's all be honest
Where there's a forest
We don't belong

[Verse 2]
Pleased to get who's standing around
Life forgives you when you rebound
See my friend locked up at the zoo
Why aren't we leaving town right now?
[Pre-Chorus]
Oh, alright, I know where tonight

[Chorus 2]
I'm on the guestlist
We got the door, but
Can't seem to find it
Pants on a tiger
Winter is white and
I won't be here buzzing

[Instrumental]

[Bridge]
Oh well
Oh well
Oh well, leaving your tears alone
Runs down your face and escapes

[Chorus 3]
Hey there, how goes it?
Any time they’re closing
You’ll need a lawyer
Let’s all be honest
We’re in a forest
We don’t belong
I’m on the guestlist
No need to welcome
Can’t seem to find it
March to the war drum
Tigers have pants on
We have no guns
Thank you for staying
What are you saying?
I won’t forget",131538,en,en,en
Call It Fate Call It Karma,rock,The Strokes,2013,185211,{},"[Verse 1]
Close the door
Not all the way
He don’t understand
We don’t understand
So don’t you wanna remind me
I don’t know a thing
And some of us remember
And some run out of place

[Chorus]
Can I waste all your time here on the sidewalk?
Can I stand in your light just for a while?
I’ve waited around to wait in a room
Having a hard time watching you

[Verse 2]
You got it down now, don’t you?
I wanted to understand your face
So don’t you wanna remind me
I don’t know a thing
And some of us remember
And some run out of place
[Chorus]
Can I waste all your time here on the sidewalk?
Can I stand in your light just for a while?
I’ve waited around to wait in a room
Having a hard time watchin' you

I needed someone
I needed someone",131539,en,en,en
Alone Together,rock,The Strokes,2001,108841,{},"[Verse 1]
No choice now, it's too late
Let him go, he gave up
I gave up
Lisa said, ""Take time for me""
Dropping him down to his knees
Ah, chest down

[Chorus]
Take me away, see, I've got to explain
Things, they have changed in such a permanent way
Life seems unreal, can we go back to your place?
Oh, ""you drink too much"" makes me drink just the same

[Verse 2]
People tried, felt so right
Giving themselves good advice
Looking down sometimes felt nice
He knows it's justified to kill to survive
He then, in dollars, makes more dead than alive
Let's suck more blood, let's run three hours a day
The world is over but I don't care
[Chorus]
'Cause I am with you, now I've got to explain
Things, they have changed in such a permanent way
Life seems unreal, can we go back to your place?
Oh, ""You drink too much"" makes me drink just the same

[Bridge]
The first time, it happened too fast
The second time, I thought it would last
We all like it a little different",132563,en,en,en
You Talk Way Too Much,rock,The Strokes,2003,44698,{},"[Verse 1]
Now we're out of time
I said it's my fault, it's my fault
Can't make good decisions
It won't stop, I can't stop

[Pre-Chorus]
Give me some time, I just need a little time
Give me some time, I just need a little time
Give me some time, I just need a little time
Give me some time, I just need a little time

[Chorus]
You talk way too much
You talk way too much
It's only the end
It's only the end, hey

[Verse 2]
We don't get the news
He says why not? Why not?""
Forget what you heard
'Cause it won't stop, it won't stop
[Pre-Chorus]
Give 'em some time, they just need a little time
Give 'em some time, they just need a little time
Give 'em some time, they just need a little time
Give 'em some time, they just need a little time

[Chorus]
You talk way too much
You talk way too much
It's only the end
It's only the end as you know it

[Outro]
""You're not supposed to say that
You taught me too much""
Is this how it ends?
Is this how it ends?",132779,en,en,en
Fast Animals,rock,The Strokes,2013,12653,{},"[Intro]
Yeah yeah yeah yeah yeah

[Verse 1]
Yeah, you don't have to be so loud
Everyone can hear you in this whole damn crowd
Don't have to try so hard
I think they got the message, you were out of your mind

[Pre-Chorus]
It's not so good to see you this upset
But the next generation will forget

[Chorus]
They're always scared of where their daughters been
Cause who knows, they could be alone with men
They never wanna see or hear or think about again

Is it gone? Gone?

[Pre-Chorus]
Don't have to lick my face
Everyone can see that you're a psycho in displace
[Chorus]
That the next generation will forget
Where their daughter's been
Or who knows they could be alone with men
They're never gonna let you understand
Or show you what it is to be a man
You don't wanna sit down and talk and hear
You don't think anyone is in your ear
I never wanna see your face accused
It's no one's fault

Is it gone? Gone?

[Chorus]
They're always scared of where their daughter's been
Cause who knows, they could be alone with men
They never wanna see or hear or think about again

Is it gone?
I hope that, that, that it's gone",132925,en,en,en
Red Light,rock,The Strokes,2006,45301,{},"[Verse 1]
Two could be complete without the rest of the world
Two could be complete without the rest of the world
Do it for the people that have died for your sake
An entire generation that has nothing to say
How'd you make your way to me?

[Verse 2]
Oh, let's say you made a deal with me
And I got your name and your home address
Oh, you're all trashed up with your big red belt
I would almost say that you might need help
I could drop you off at the next red light
If it don't make sense or it don't feel right
All the girls could never make me love them
The way I love you

[Verse 3]
Can't you see the sky is not the limit no more?
I can see the elevator crash through the floor
I can still see yesterday, sailing away
Seven billion people who got nothing to say
Are you coming on to me?
[Verse 4]
Well, I saw your face then I heard that song
It was so inviting, it hurt my bones
Well, it looks like you but your eyes are gray
And your hair is gone but your mind's okay
Yes, I like your smile but your forehead's cold
I don't want you to be afraid and go
I would cheat and lie and steal
Now I'll stay at home and kneel for you

[Bridge]
I was waiting for my baby to arrive right by my side
Oh, please, leave me alone tonight, forget the past

[Verse 5]
Two could be complete without the rest of the world
Oh, you know I said it just to get you to laugh
Do it for the people that have died for your sake
An entire generation of entertainers to blame
The light is red, the camera's on

[Verse 6]
Get yourself a lawyer and a gun
Hate your friend's new friends like everyone
Childhood's end can be so competitive
Oh, the sky's not the limit and you're never gonna guess what is, oh",133497,en,en,en
Heart in a Cage,rock,The Strokes,2006,67520,{},"[Verse 1]
Well, I don't feel better when I'm fucking around
And I don't write better when I'm stuck in the ground
So don't teach me a lesson 'cause I've already learned
Yeah, the sun will be shining and my children will burn

[Hook]
Oh, the heart beats in its cage

[Verse 2]
I don't want what you want, I don't feel what you feel
See, I'm stuck in a city but I belong in a field
Yeah, we got left, left, left, left, left, left, left
Now it's three in the morning and you're eating alone

[Hook]
Oh, the heart beats in its cage

[Bridge]
All our friends, they're laughing at us
All of those you loved, you mistrust
Help me, I'm just not quite myself
Look around, there's no one else left
[Verse 3]
I went to the concert and I fought through the crowd
Guess I got too excited when I thought you were around
Oh, he gets left, left, left, left, left, left, left
And I'm sorry you were thinking I would steal your fire

[Hook]
Oh, the heart beats in its cage
Yes, the heart beats in its cage

[Outro]
And the heart beats in its cage",133506,en,en,en
Ill Try Anything Once,rock,The Strokes,2006,100707,{},"[Verse 1]
Ten decisions shape your life
You'll be aware of five about
Seven ways to go through school
Either you're noticed or left out
Seven ways to get ahead
Seven reasons to drop out
When I said, ""I can see me in your eyes""
You said, ""I can see you in my pants""
That's not just friendship, that's romance, too
You like music we can dance to

[Chorus]
Sit me down, shut me up
I'll calm down and I'll get along with you

[Verse 2]
There is a time when we all fail
Some people take it pretty well
Some take it all out on themselves
Some they just take it out on friends
Oh, everybody plays the game
And if you don't you're called insane
[Bridge]
Don't, don't, don't, don't, it's not safe no more
I've got to see you one more time
That’s when you were born
In 1984

[Chorus]
Sit me down, shut me up
I'll calm down and I'll get along with you

[Verse 3]
Everybody was well dressed
And everybody was a mess
Six things without fail you must do
So that your woman loves just you
Oh, all the girls played mental games
And all the guys were dressed the same

Why not try it all
If you only remember it once?
Oooh ooooooh

[Chorus]
Sit me down, shut me up
I'll calm down and I'll get along with you",133514,en,en,en
Ize of the World,rock,The Strokes,2006,75440,{},"[Verse 1]
I think I know what you mean, but watch what you say
'Cause they'll be trying to knock you down in some way
Sometimes it feels like the world is falling asleep
How do you wake someone up from inside a dream?
Your mind would wander and search for its place in the night
Your body followed this feeling like following light
Once that your music was born, it followed you 'round
And then it gave your activities meaning and let you be loud

[Pre-Chorus]
You're sad but you smile, it's not in your eyes
Your eyeballs don't change, it's the muscles around your eyes

[Chorus]
An egg to fertilize, a pulse to stabilize
A body to deodorize, a life to scrutinize
A child to criticize, young adults to modernize
Citizens to terrorize, generations to desensitize

[Verse 2]
Your dreams are sweet and obsessed and you're overworked
You're over taken by visions of being overlooked
How disappointed would D.I.D.I.P.P. be
To see such our power in our hands all wasted on greed?
Am I a prisoner to instincts or do my thoughts just live
As free and detached as boats to the dock?
Just like the music was born and detached from your heart
Is your free time to free minds or for falling apart?
[Pre-Chorus]
Night after night, you turn off the light
You don't fall asleep right away, ""Are we, are we done?""

[Chorus]
A desk to organize, a product to advertise
A market to monopolize, movie stars to idolize
Leaders to scandalize, enemies to neutralize
No time to apologize, fury to tranquilize
Weapons to synchronize, cities to vapori–",138638,en,en,en
Take It or Leave It,rock,The Strokes,2001,62795,{},"[Verse 1]
Leave me alone
I'm in control, I'm in control
And girls act too much and boys act too tough
Enough is enough
Well, on the minds of other men, I know she was

[Chorus]
I said just take it or leave it
And take it or leave it, and take it or leave it
And take it or leave it, oh, just take it or leave it
And take it or leave it, oh, take it

[Bridge]
I say, oh, he's gonna let you down
He's gonna let you down, he's gonna let you down
And gonna break your back for a chance
And gonna steal your friends, if he can
He's gonna win someday

[Verse 2]
I fell off the track, now I can't go back
I'm not like that
Boys act too much, girls act too tough
Enough is enough
Well, on the minds of other girls, I know he was
[Chorus]
I said just take it or leave it
And take it or leave it, and take it or leave it
And take it or leave it, oh, just take it or leave it
And take it or leave it, oh, take it

[Outro]
Oh, that's right, he's gonna let you down
He's gonna let you down, he's gonna let you down
And gonna break your back for a chance
And gonna steal your friends, if he can
He's gonna win someday, oh, he will",139282,en,en,en
Trying Your Luck,rock,The Strokes,2001,90376,{},"[Verse 1]
You said you couldn't stay
You've seen it all before, I know
And sold you on their way
Oh, honey, that's okay

[Refrain]
No harm, he's armed
Setting off all your alarms
When I find out
I hope it's you who set this trap

[Verse 2]
And store fronts rarely change
At least I'm on my own again
Instead of anywhere with you
Oh, tell me it's all the same

[Chorus]
And I've lost my page again
I know this is surreal, but I'll try my luck with you
Oh, this life is on my side, oh, I am your one
Believe me, this is a chance, oh, oh
[Verse 3]
Let's see what is for sale
He's trying not to give his job a chance
Oh, it's never gonna be
It's sad, but I agree
The signals don't seem right
It lasts for just one night and then
I'm sorry that I said
That we were just good friends

[Refrain]
No harm, he's armed
Setting off all your alarms
Entranced, I can't be here in time
I'll think about that

[Instrumental Bridge]

[Chorus]
And I've lost my page again
I know this is surreal, but I'll try my luck with you
Oh, this life is on my side, oh, I am your one
Believe me, oh, this is a chance, oh, oh",146559,en,en,en
Electricityscape,rock,The Strokes,2006,25603,{},"[Verse 1]
Oh, with strangers to impress so near
Old friends don't realize I'm here
I wish two drinks were always in me
I'd pretend I had the perfect ear
Take me to the water
Make me understand that I was wrong

[Verse 2]
For me, tomorrow is my first day
So please, don't tempt me in the wrong way
It's almost after midnight
I can see the city lights, we're here

[Chorus]
Change your mind tonight
You belong to the city now
And you're closer now, I know
You belong on the radio

[Verse 3]
Well, I swear I'll give it back tomorrow
But for now I think that I'll just borrow
All the chords from that song
And all the words from that other song I heard yesterday
[Chorus]
Change your mind, tonight
You belong to the city now
And you're closer now, I know
You belong on the radio

[Outro]
I will not disturb you
I was just returning you the compliment",153302,en,en,en
Meet Me in the Bathroom,rock,The Strokes,2003,69706,{},"[Verse 1]
When they say promises, they mean promises
They'd say, ""That's okay, long as we can celebrate""

[Pre-Chorus]
You see, my uncle would say
Things would change when he's dead
""Meet me in the bathroom"", that's what she said
I don't mind, it's true, hey

[Chorus]
Never was on time, yes, I once was mine
Well, that was long ago and, darling, I don't mind
Yeah, we were just two friends in lust
And, baby, that just don't mean much
Oh yeah, you trained me not to love
After you showed me what it was

[Verse 2]
Now she's staring wide-eyed, I can't close her eyes (Say what?)
Anywhere is fine, just don't waste my time
[Pre-Chorus]
Oh, you see, my uncle would say
Things would change once he's dead
""Meet me in the bathroom"", that's what she said
I don't mind, it's true

[Chorus]
Never was on time, yes, I once was mine
Well, that was long ago and darling, I don't mind
Yeah, they were just two fucks in lust
Oh, baby, that just don't mean much
Oh yeah, you trained me not to love
After you taught me what it was",157936,en,en,en
Between Love  Hate,rock,The Strokes,2003,44597,{},"[Verse 1]
Watched her as she wiped her eyes
You don't make me sorry
Now I know that you never listened – listen
Thinking about that high school dance
Worrying about the finals
Yes I know, you're feeling lonely
Oh lonely, so lonely

[Pre-Chorus]
Never needed anybody, I never needed anybody
I never needed anybody, I never needed nobody
Don't worry about it, honey
I never needed anybody
I never needed anybody, it won't change now

[Chorus]
Am I wrong?
Don't sing along with me
I said I was fine
It's just the second time we lost the war
[Instrumental Bridge]

[Verse 2]
She'd be in the kitchen, I would start the fire
Oh, those days are gone
But you know I can't give up – give up
P.S. If I may ask why, when will they get tired?
We've stayed up all night trying – trying

[Pre-Chorus]
Never needed anybody, I never needed nobody
I never needed anybody, I never needed anybody
Don't worry about it, honey
I never needed anybody
I never needed anybody, it won't change now

[Chorus]
Am I wrong?
Don't sing along with me
I said I was fine
The second time we lost the war
I guess it's the end",177769,en,en,en
Vision of Division,rock,The Strokes,2006,29828,{},"[Verse 1]
Sing me a song, you could be
Tell me a tale, just like me
Don't turn it my way, happy and free
I'll turn it to shit, happy and free, oh

[Pre-Chorus]
All that I do is wait for you
All that I do is wait for you

[Chorus]
I can't get along with all your friends
Don't know how to act, that's all there is
Why do I accept the things you say?
You know what to change but not in what way
How long must I wait? How long must I wait?
How long must I wait? How long must I wait?
How long must I wait?

[Verse 2]
I am not you, we could have
I'm almost through, great success
It's about time, such a success
That you came through, at no expense, oh
[Pre-Chorus]
Oh, all that I do is wait for you
All that I do is wait for you

[Chorus]
I can't get away from all your friends
I'm not coming back, that's all there is
Why do I accept the things you say?
You know what to change but not in what way
How long must I wait? How long must I wait?
How long must I wait? How long must I wait?
How long must I wait?",177756,en,en,en
Taken for a Fool,rock,The Strokes,2011,61166,{},"[Verse 1]
Sister, it feels like just yesterday
Sister, don't you forget my number
On this door
You've got something and it's so good to see
Something wonderful that I could not be
Everybody hanging on for their lives
But you can't help them cause you don't have the time

[Pre-Chorus 1]
I know everyone goes any damn place they like
I hope this goes over well on the toxic radio, yeah

[Chorus]
You get taken all the time for a fool
I don't know why
You're so gullible but I don't mind
Oh, that's not the problem
And I don't need anyone with me right now
Monday, Tuesday is my weekend
You get taken for a fool all the time
I don't know why
[Verse 2]
Blame yourself for once, quit putting it on me
I can't help you cause I've seen what it means
It's so early, I don't want to wake up
Oh, we're so lucky cause we never grow up
Mama, it feels like just yesterday
Mama, don't you forget my number
I don't want to be the one at the door

[Pre-Chorus 2]
I know, everyone goes any damn place they choose
And I hope everyone well on the toxic radio
A tourist in the ghetto, not afraid of anything
Except death and anything else that could maybe hurt them, oh yeah

[Chorus]
You get taken all the time for a fool
I don't know why
You're so gullible but I don't mind
Oh, that's not the problem
And I don't need anyone with me right now
Monday, Tuesday is my weekend
You get taken all the time for a fool
I don't know why

[Coda]
You get taken all the time for a fool
I don't know why
I don't know why",188786,en,en,en
Clear Skies,rock,The Strokes,2013,4360,{},"Knowing you
You'll wait for clear skies
To tell us how changes come about
With the sunlight
So we'll count every drop that falls
While you throw us some old line
This will pass, this will pass...

And I'm spending your time
Wasting your time
You're with all you've ever wanted
And I'm spending your time
Wasting your time
You're with all you've ever wanted",196909,en,en,en
Automatic Stop,rock,The Strokes,2003,85561,{},"[Verse 1]
So many fish there in the sea
I wanted you, you wanted me
That's just a phase, it's got to pass
I was a train moving too fast

[Pre-Chorus]
Didn't understand what to see
Yeah, then I got a different view
It's you... no

[Chorus]
Wait, I'm not gonna give it a break
I'm not your friend, I never was
I said wait, I'm not gonna give it a break
I'm not your friend, I never was, no

[Verse 2]
So many fish there in the sea
She wanted him, he wanted me
That's just a phase, it's got to pass
I was a train moving too fast
[Pre-Chorus]
Yeah, I know you warned me but this is too important
Now I got a different view
It's you

[Chorus]
Why can't you wait? I'm not gonna give it a break
I'm not your friend, I never was
I said wait, I'm not gonna give it a break
I'm not your friend, I never was",197514,en,en,en
Razorblade,rock,The Strokes,2006,67861,{},"[Verse 1]
Oh, the razorblade, that's what I call love
I bet you'd pick it up and mess around with it if I put it down
It gets extremely complicated
Anything to forget everything
You've got to take me out at least once a week
Whether I'm in your arms or I'm at your feet
I know exactly what you're thinking
You won't say it now, but in your heart it's loud

[Chorus]
""Oh no, my feelings are more important than yours
Oh, drop dead, I don't care, I won't worry,"" there you go

[Verse 2]
Oh, the razorblade, wish it would snap this rope
The world is in your hands or it's at your throat
At times it's not that complicated
Anything to forget everything
He would never talk but he was not shy
She was a street-smart girl but she could not lie
They were perfect for each other, say it now
'Cause in your heart it's loud
[Chorus]
""Oh no, my feelings are more important than yours
Oh, drop dead, I don't care, I won't worry,"" hey

[Bridge]
I loved you before I saw you

[Outro]
Sweetheart, your feelings are more important of course
Of course
Everyone that wanted everything that we would take from them
I don't wanna know, I don't wanna know
Tell me, tell me, tell me, tell me, no, don't, okay",202106,en,en,en
Fear of Sleep,rock,The Strokes,2006,14781,{},"[Verse 1]
How did anybody find out where I was?
How did anybody find that out?
I was hiding from the world, I was a squirrel
But you chopped down my tree to get my fur

[Pre-Chorus]
Fear of sleep, fear of sleep, the fear of sleep
Fear of sleep, fear of sleep, fear of sleep
Oh, fear of sleep, can't you wait? I'm not done
Fear of sleep, here you come, fall asleep, fall asleep, fall asleep

[Chorus]
You're no fun, you're no fun
You're no fun, you're no fun, you're no fun
You're no fun, you're no fun
You're no fun, you're no fun, you're no fun

[Verse 2]
I guess everybody's week must have been pretty rough
'Cause everybody is drunk, loud and pissed off
I know you hate to be impressed with someone else, other than yourself
But you know, trying to hold back on being an asshole helps
[Pre-Chorus]
Fear of sleep, fear of sleep, fear of sleep
Fear of sleep, where'd you go? Fear of sleep
Oh, fear of sleep, so you know, I'm not done
Here we go, here you come, fall asleep, fall asleep, fall asleep

[Chorus]
You're no fun, you're no fun
You're no fun, you're no fun, you're no fun
You're no fun, you're no fun
You're no fun, you're no fun, you're no fun
You're no fun, you're no fun
You're no fun, you're no fun, you're no fun
You're no fun, you're no fun",207083,en,en,en
Two Kinds of Happiness,rock,The Strokes,2011,23992,{},"Happiness is two different things
What you take and then what you bring
One is pleasure, one's discipline
One's devotion, one's just the ring

Desire and reward
Long term and short term joy

Don't waste your heart
Don't waste your heart

One has nothing to do with the other
And the world is all cousins not brothers

Hard to take you off of my love
One's an instant, one takes some will
One gives life, and one makes you kill
One's the means and one's for the end

Desire and reward
Long term and short term joy
Don't waste your heart
Don't waste your heart

One has nothing to do with the other
And the world is all cousins not brothers

Don't you give in
You're beginning",268945,en,en,en
Youre So Right,rock,The Strokes,2011,15821,{},"[Verse 1]
Tell me what happened, tell me what happened
Tell me what happened if you like
Get off on the same floor, get off on the same floor
Get off on the same floor every night

[Verse 2]
What are the reasons? What are the reasons?
What are the reasons to find more?
I wanna tell you, I wanna tell you
I wanna tell you nothing more

[Chorus]
In my mind, gave a hand
Never once, gave a damn

[Verse 3]
I'm done with the office, I'm done with the office
I'm done with the office, hello, forest
I still want to ask you, I still want to ask you
I still want to ask you something more
[Chorus]
In my mind, gave a hand
Never once, gave a damn

[Bridge]
I don't want to fight, don't want to beg, you any-
I don't want to fight, don't want to beg, you any-
I don't want to fight, don't want to beg, you anymore

[Outro]
I don't wanna argue, I don't wanna argue
I don't wanna argue, you think you won
I wouldn't hurt you, I wouldn't hurt you
Well, maybe I'd hurt you, If I could",268952,en,en,en
Games,pop,The Strokes,2011,18496,{},"With all the noise above
He tried to call his name
The trial would go on
The day has just begun

Living in an empty world
Living in an empty world
Living in an empty world
Living in an empty world

The diamond cuts her eye
The crowd behind went wild
They weren't all that proud
By now, they hear it loud

Living in an empty world
Living in an empty world
Living in an empty world
Living in an empty world

I'm okay, I'm alright
I was out late last night
Empty love, empty love
I will wait one more night",268956,en,en,en
Call Me Back,rock,The Strokes,2011,41477,{},"Wait time is the worst
I can hardly sit
No one has the time
Someone's always late

I look for you
And you look for me

I don't know why
I came down
I hold your phone
Don't wake up
I hear a voice
In the ground

Tell me, don't tell me
The hard part is telling you
Something that you would not like me to tell you
Tell me, don't tell me
The hard part is telling you
Something that you would not like me to tell you
Wait time is to blame
Mapped out fame's a trip
We all have the time
Someone's always fed

I look for you
And you look away

I don't know why
I came down
I hold your phone
Don't wake up
I hear a voice
In the ground

(Waking up is so much fun to do)
Tell me, don't tell me
The hard part is telling you
Something that you would not like me to tell you
(An 80's movie make-out party with you)
Tell me, don't tell me
The hard part is telling you
Something that you would not like me to tell you",268961,en,en,en
Metabolism,rock,The Strokes,2011,14060,{},"[Verse 1]
I wanna be outrageous
But inside, I know I'm plain
So plain

[Bridge]
Just plain
Boring and plain

[Chorus]
Silently obsessed with death
Just like anyone, I guess
Tryin' for the perfect life
End up bein' in denial

[Verse 2]
I wanna be somebody
Wanna be somebody like you
Like you
Like you
[Bridge]
Like you
Instead of me

[Chorus]
Silently obsessed with death
Just like anyone, I guess
Tryin' for the perfect life
End up being in denial",268962,en,en,en
Juicebox,rock,The Strokes,2005,65356,{},"[Verse 1]
Everybody sees me, but it's not that easy
Standing in the light field, standing in the light field
Waiting for some action, waiting for some action over
Why won't you come over here?
Why won't you come over here?
We got a city to love
Why won't you come over here?
We got a city to love

[Pre-Chorus 1]
Old time grudges will die so slowly
I know you miss the way I saw you

[Chorus]
You're cold, you're so cold
You're so cold, you're so cold

[Verse 2]
Nobody can see me, everything's too easy
Standing in the light field, standing in the light field
Waiting for some actress, waiting for some actress to say
""Why won't you come over here?""
Why won't you come over here?
We got a city to love
Why won't you come over here?
We got a city to love
[Pre-Chorus 2]
Old time love song will die so swiftly
You never trust me, for a while it was nice, but it's time to say bye

[Chorus]
I'm cold, you're so cold
You're so cold, you're so cold
No-no-no, cold, you're so cold
You're so cold, you're so cold
Oh no-no-no-no, cold, you're so cold
You're so cold, you're so cold
No, no, you're so cold",270051,en,en,en
Is This It Tracklist  Album Art,misc,The Strokes,2001,9131,"{""Colin Lane""}","Tracklist (click links for lyrics)
1. Is This It
2. The Modern Age
3. Soma
4. Barely Legal
5. Someday
6. Alone, Together
7. Last Nite
8. Hard to Explain
9. When It Started
10. Trying Your Luck
11. Take It or Leave It
",298635,en,en,en
When It Started,rock,The Strokes,2001,32967,{},"[Verse 1]
Won't decide, but he won't debate
Said, ""Thanks my friend, thought it was too late""
Oh, why, oh, why? I don’t know
So you think things move pretty fast down here?
Well, just wait, my dear, 'til you look up there
Oh, maybe some day you’ll know
Had his second kid, was an early night
Got to be well-dressed, 'cause he hates to fly
Oh, loves his job, takes it home

[Chorus 1]
Anything they wanted
They could have it, have it
Didn't even notice
I don't mind it, mind it

[Verse 2]
Won't decide, but he won't debate
Said, ""Thanks my friend, thought that we was dead""
Oh why, oh, why? I don't know
Think things move pretty fast down here?
But just wait, my dear, 'til we get up there
Oh, maybe someday, they'll know
[Chorus 2]
Come on, tell me does she warm the room
When he comes?
Or does he just know
How to leave when it gets cold?

[Outro]
Well, I don't care, I don't care
'Cause it's free",322384,en,en,en
On the Other Side,rock,The Strokes,2006,39901,{},"[Verse 1]
I'm tired of everyone I know
Of everyone I see on the street and on TV

[Chorus]
On the other side, on the other side
Nobody's waiting for me on the other side

[Verse 2]
I hate them all, I hate them all
I hate myself for hating them
So I'll drink some more, I love them all, I'll drink even more
I'll hate them even more than I did before

[Chorus]
On the other side, on the other side
Nobody's waiting for me on the other side

[Bridge]
I remember when you came
You taught me how to sing
Now it seems so far away
You taught me how to sing
[Verse 3]
I'm tired of being so judgmental of everyone
I will not go to sleep, I will train my eyes to see
That my mind is as blind as a branch on a tree

[Chorus]
On the other side, on the other side
I know what's waiting for me on the other side
On the other side, on the other side
I know you're waiting for me on the other side",351488,en,en,en
Killing Lies,rock,The Strokes,2006,15892,{},"[Verse 1]
Say a prayer now, don't be scared now
You don't want trouble, well, we might get some
We might get some, it's troublesome
But don't you worry, you can help me

[Chorus]
Killing lies, killing lies
Killing lies, killing lies

[Verse 2]
First you're worried, then you're hurried
Don't think that everything is gonna stay the same
That's impossible, before I let you go, let me look at you
Don't you worry, you will help me

[Chorus]
Killing lies, killing lies
Killing lies, killing lies

[Outro]
Oh yes, I noticed you, you are a friend of mine
Oh yes, I noticed you, you are a friend of mine
You're mine",351490,en,en,en
15 Minutes,rock,The Strokes,2006,19371,{},"[Chorus]
It was all just a dream, oh no
Yet I wish it was real

[Verse 1]
All my pets they were there and they smoke
Take a shit, it was fine
Everybody's so inviting
They've got it in for me, I know
It's not that I don't really love you
It's just that I don't really know
The hateful things you think you want to say, yeah
Time will turn them into jokes, yeah

[Chorus]
Yes, it was all just a dream, oh, I know
Was it real? I don't know, I hope so

[Instrumental break]

[Bridge]
Here we go, can I play? Can I watch?
I would like one night in your life
I saw worlds, they don't stop, they're like us
They go fast like a sun that's been shot
[Verse 2]
Everybody at the party
Shouldn't worry if I'm there
Everybody at the party
Shouldn't worry what I wear
'Cause today they'll talk about us
And tomorrow they won't care

[Chorus]
This whole life, is it a dream? I can't tell
I got up, then I waved, then I fell
I recall, you were all there with me
Overjoyed and at peace

[Outro]
First time around, second took too long
Third time's a charm, circle of fourths
Five days to rehearse, six to make it work
Seven notes in a scale, eight in some countries
Nine in fancy keys, ten years we've been friends
Eleven seconds to Hell and of course, twelve major chords",351491,en,en,en
The Way It Is,rock,The Strokes,2003,23604,{},"[Verse 1]
She was still sleeping, the problem will stay
One more day
Said she's not sorry the wind blows her way
Accidents happen, there's one planned today
Oh you see

[Chorus]
I wish it was not true, but that's the way it is
It's not your fault, that's the way it is
I'm sick of you, and that's the way it is
And will always be

[Verse 2]
Wednesday is over, it's over again
Said my goodbyes to the life we won't spend
Together

[Chorus]
I wish it was not true, but that's the way it is
It's not your fault, that's the way it is
I'm sick of you, and that's the way it is
[Outro]
But that's not your problem
That's not a problem
That's not my problem
That's not your problem",351510,en,en,en
Hawaii,rock,The Strokes,2005,14026,{},"[Verse 1]
Whether you're in L.A., sunny laid back L.A
Whether you're in New York, comfort 'round your block
Whether you're in the U.K., where the sky is dark
And the grass is kinda green, you know like Central Park

Still my favorite place in this whole wide world
Has got to be in the middle of the ocean floor
I see you poking out of the ocean, Paradise on Earth

The 50th state - WHAT?!
Hawaii

I wanna live in somewhere different, oh oh oh
A nuclear disaster might be on our way
But I don't care, I'm in the U.S.A

[Verse 2]
Whether you're drunk or stoned or we're sober and old
If I'm with you, I'm a happy man
If you feel safe and cold while you count your gold
If your problem is you can't find your remote control
Still my favorite person in this whole wide world
Is the woman who can understand every word
And when she speaks to me, she makes me
See the whole world as my favorite place...
Hawaii

We got it made, yes, I know
Can we go by plane or boat?

[Verse 3]
Whether you take it slow or you let me go
Whether you tell me something that I did not know
Whether you're neat and polite or you scream and fight
Whether you keep something from me that I would not like

Still my favourite attitude in this world so far
Is the friendly spirit of an iron heart
I like the way folks are in this most special place
I don't care what happens I'm taking a plane

Hawaii, ha-wah-ee
I said, Hawaii, ha-wah-ee
I said, Hawaii, ha-wah-ee

Hawaii, Hawaii, Kauai or Oahu
Molokai or Lanai, Maui and the big guy
A.K.A. Hawaii, Hawaii, Hawaii, Hawaii, ooh, ooh
All I want to do is something different
Oh, let me in, cut off from Malaysia
Back in who knows when, oh, we got kinda lost
But my God, what a place, I profess
Air Force jets cannot take away my soul",462998,en,en,en
